127.0.0.1 - - [15/Feb/2024:15:08:58 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:13 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7625
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:13 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7625
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:13 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7625
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:16 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:18 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:18 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:19 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:19 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:19 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:20 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:20 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:39 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:42 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:43 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:43 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:43 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:43 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:44 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:44 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:44 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:45 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:45 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:45 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:45 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:46 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:23:46 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7637
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:25:19 +0530] "GET /Hospital_Portal/component/navbar.jsp HTTP/1.1" 200 3091
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:25:42 +0530] "GET /Hospital_Portal/component/navbar.jsp HTTP/1.1" 200 3090
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:25:49 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7625
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:25:54 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7625
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:26:08 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7625
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:27:15 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7625
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:27:33 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7636
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:28:12 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7636
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:28:14 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7636
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:29:02 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7646
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:29:33 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7656
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:30:29 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7672
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:30:46 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7672
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:33:09 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7672
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:33:13 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7672
0:0:0:0:0:0:0:1 - - [15/Feb/2024:15:33:28 +0530] "GET /Hospital_Portal/index.jsp HTTP/1.1" 200 7680
